"DistinguishedName","DNSHostName","Enabled","Name","ObjectClass","ObjectGUID","SamAccountName","SID","UserPrincipalName"
"CN=SHHNWGEBI0002,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","SHHNWGEBI0002","computer","c8abe3a9-14c4-4704-8ad0-76c1a845ff61","SHHNWGEBI0002$","S-1-5-21-3663903349-3750885259-1011159491-175160",
"CN=ESPWSR0031,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ESPWSR0031.global.schindler.com","True","ESPWSR0031","computer","5b98a220-fca3-43ca-9ef0-bad6fd777c9e","ESPWSR0031$","S-1-5-21-3663903349-3750885259-1011159491-392427",
"CN=shhwsr0711,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0711.global.schindler.com","True","shhwsr0711","computer","7ddbf642-8da8-4f2d-9c95-052551a73da4","SHHWSR0711$","S-1-5-21-3663903349-3750885259-1011159491-219198",
"CN=SHHWSR1869,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1869.global.schindler.com","True","SHHWSR1869","computer","f50f8ac5-d6bd-41e9-93d5-7c4a73ad2af9","SHHWSR1869$","S-1-5-21-3663903349-3750885259-1011159491-410985",
"CN=LOCWSR0021,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","LOCWSR0021.global.schindler.com","True","LOCWSR0021","computer","f3467d77-421a-46c6-87e9-ef87b2c15213","LOCWSR0021$","S-1-5-21-3663903349-3750885259-1011159491-411066",
"CN=SHHWSRCX0146,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsrcx0146.global.schindler.com","True","SHHWSRCX0146","computer","6760f817-1ddc-44bd-b8bb-e1a07235db52","SHHWSRCX0146$","S-1-5-21-3663903349-3750885259-1011159491-364489",
"CN=CRDWSR0117,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0117.global.schindler.com","True","CRDWSR0117","computer","a56cd2d8-af23-4984-bbf9-197f07d0716f","CRDWSR0117$","S-1-5-21-3663903349-3750885259-1011159491-296603",
"CN=shhmvfs1,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhmvfs1.global.schindler.com","True","shhmvfs1","computer","734a0bb1-3f68-48af-955b-0cfdcd4c0104","SHHMVFS1$","S-1-5-21-3663903349-3750885259-1011159491-153748",
"CN=ESPWSR0032,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ESPWSR0032.global.schindler.com","True","ESPWSR0032","computer","2d5c6d8c-f8de-4e90-94c0-7f1490d41eb2","ESPWSR0032$","S-1-5-21-3663903349-3750885259-1011159491-392430",
"CN=SHHWSR2160,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2160.global.schindler.com","True","SHHWSR2160","computer","4f420a0b-8f7a-4f93-8d92-4eb24a1f8a2d","SHHWSR2160$","S-1-5-21-3663903349-3750885259-1011159491-442139",
"CN=SHHWSR1827,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1827.global.schindler.com","True","SHHWSR1827","computer","9ad9b511-b148-4b48-9e0e-4a760849013d","SHHWSR1827$","S-1-5-21-3663903349-3750885259-1011159491-404153",
"CN=SHHWSR0713,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0713.global.schindler.com","True","SHHWSR0713","computer","58416649-0628-4a82-b8b2-7faaa811fa38","SHHWSR0713$","S-1-5-21-3663903349-3750885259-1011159491-219197",
"CN=SHHWSRCX1571,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsrcx1571.global.schindler.com","True","SHHWSRCX1571","computer","769d6019-a139-4ac1-92e0-b0a6fab5d27a","SHHWSRCX1571$","S-1-5-21-3663903349-3750885259-1011159491-364492",
"CN=SEDWSR0107,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SEDWSR0107.global.schindler.com","True","SEDWSR0107","computer","9e3ca13e-e1db-4d7a-aadc-28da0f87fbf0","SEDWSR0107$","S-1-5-21-3663903349-3750885259-1011159491-253221",
"CN=SHHWSR2009,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2009.global.schindler.com","True","SHHWSR2009","computer","2c56d246-261c-4ffc-b54c-a6b56b2d84b3","SHHWSR2009$","S-1-5-21-3663903349-3750885259-1011159491-423361",
"CN=SHHWSR0512,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0512.global.schindler.com","True","SHHWSR0512","computer","daf341ba-c6d5-4fec-b398-d531e8ad13ea","SHHWSR0512$","S-1-5-21-3663903349-3750885259-1011159491-175251",
"CN=ESPWSR0025,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ESPWSR0025.global.schindler.com","True","ESPWSR0025","computer","89976a90-2c35-4687-b00d-eb9ccb5225ac","ESPWSR0025$","S-1-5-21-3663903349-3750885259-1011159491-392425",
"CN=SHHWSR1693,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1693.global.schindler.com","True","SHHWSR1693","computer","e1a2780a-a38f-4f2c-bb86-aaf6d40fd17e","SHHWSR1693$","S-1-5-21-3663903349-3750885259-1011159491-398660",
"CN=SHHWSR1819,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1819.global.schindler.com","True","SHHWSR1819","computer","e68d419c-6da1-46f3-9282-454a9317629b","SHHWSR1819$","S-1-5-21-3663903349-3750885259-1011159491-404127",
"CN=CRDWSR0188,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0188.global.schindler.com","True","CRDWSR0188","computer","e5bb3885-dbe0-4985-b18a-8da12c01680f","CRDWSR0188$","S-1-5-21-3663903349-3750885259-1011159491-407490",
"CN=SHHWSR0747,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0747.global.schindler.com","True","SHHWSR0747","computer","9ab3b188-d79b-49f9-b9f3-3c733b7d28f6","SHHWSR0747$","S-1-5-21-3663903349-3750885259-1011159491-219343",
"CN=SHHWSR0712,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0712.global.schindler.com","True","SHHWSR0712","computer","81ab637b-6e5f-4d2c-9a57-bda66cac09a0","SHHWSR0712$","S-1-5-21-3663903349-3750885259-1011159491-221285",
"CN=SHHWSR0742,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0742.global.schindler.com","True","SHHWSR0742","computer","b6b23b8d-400a-416d-b6da-4dff51958c3b","SHHWSR0742$","S-1-5-21-3663903349-3750885259-1011159491-221401",
"CN=SHHWSRCX1570,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsrcx1570.global.schindler.com","True","SHHWSRCX1570","computer","c91ca239-981d-40b9-9beb-a451981c63a7","SHHWSRCX1570$","S-1-5-21-3663903349-3750885259-1011159491-364488",
"CN=ISTWSR0004,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ISTWSR0004.global.schindler.com","True","ISTWSR0004","computer","118b8a04-1e13-416a-809d-82a50e542818","ISTWSR0004$","S-1-5-21-3663903349-3750885259-1011159491-141861",
"CN=SHHWSR1820,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1820.global.schindler.com","True","SHHWSR1820","computer","90894fa8-54af-4c3c-92e1-607adde909e4","SHHWSR1820$","S-1-5-21-3663903349-3750885259-1011159491-404122",
"CN=SCHWSR0008,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCHWSR0008.global.schindler.com","True","SCHWSR0008","computer","22a6a2e7-dfd5-431d-bbd6-ff4a8f215f96","SCHWSR0008$","S-1-5-21-3663903349-3750885259-1011159491-407502",
"CN=SRBWSR0004,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SRBWSR0004.global.schindler.com","True","SRBWSR0004","computer","6d2ffd0a-c15f-4ecc-91f5-a36a05579018","SRBWSR0004$","S-1-5-21-3663903349-3750885259-1011159491-425978",
"CN=SHHWSR2061,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2061.global.schindler.com","True","SHHWSR2061","computer","79f3ca0a-a5ee-417e-98cc-c95564bed2e4","SHHWSR2061$","S-1-5-21-3663903349-3750885259-1011159491-426310",
"CN=SCHWSR0069,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SCHWSR0069.global.schindler.com","True","SCHWSR0069","computer","9b4077bb-eff0-4868-9838-24bb00883e15","SCHWSR0069$","S-1-5-21-3663903349-3750885259-1011159491-301469",
"CN=SHHWSR0754,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0754.global.schindler.com","True","SHHWSR0754","computer","03787aec-1c9b-4574-8d5f-7177915d6c93","SHHWSR0754$","S-1-5-21-3663903349-3750885259-1011159491-229640",
"CN=HELWSR0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","HELWSR0001.global.schindler.com","True","HELWSR0001","computer","13f07c25-8d84-4dcf-bd78-a7adb73d4fe2","HELWSR0001$","S-1-5-21-3663903349-3750885259-1011159491-136964",
"CN=SHHWSRCX0145,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsrcx0145.global.schindler.com","True","SHHWSRCX0145","computer","a2b3da9b-3930-407b-aac1-c3d0170748b3","SHHWSRCX0145$","S-1-5-21-3663903349-3750885259-1011159491-364468",
"CN=MILWSR0108,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR0108.global.schindler.com","True","MILWSR0108","computer","fbeb867e-ef9c-4c87-a479-819367f21114","MILWSR0108$","S-1-5-21-3663903349-3750885259-1011159491-95918",
"CN=ZZZWSR9001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","ZZZWSR9001","computer","1261dae8-c5cc-4f3b-9282-edd3935bfead","ZZZWSR9001$","S-1-5-21-3663903349-3750885259-1011159491-326655",
"CN=SHHWSR0058,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0058.global.schindler.com","True","SHHWSR0058","computer","34de16c4-dc09-4dec-9d0c-e8a01b6dae0c","SHHWSR0058$","S-1-5-21-3663903349-3750885259-1011159491-94140",
"CN=WIIWSR0002,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","WIIWSR0002.global.schindler.com","True","WIIWSR0002","computer","8e06ed8e-b189-48e2-a243-ab06464ca498","WIIWSR0002$","S-1-5-21-3663903349-3750885259-1011159491-340775",
"CN=CRDWSR0187,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0187.global.schindler.com","True","CRDWSR0187","computer","3861a2f1-a2bd-4c54-bada-846d8141c860","CRDWSR0187$","S-1-5-21-3663903349-3750885259-1011159491-407486",
"CN=SHHNWG0010,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","SHHNWG0010","computer","60bb70aa-f837-4074-821b-7aa5d199d17e","SHHNWG0010$","S-1-5-21-3663903349-3750885259-1011159491-311066",
"CN=SHHWSR1890,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1890.global.schindler.com","True","SHHWSR1890","computer","7b76944d-24ed-470e-ba20-4435a4937be2","SHHWSR1890$","S-1-5-21-3663903349-3750885259-1011159491-413464",
"CN=SHHWSR0861,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0861.global.schindler.com","True","SHHWSR0861","computer","9180eab0-55be-445e-b339-88c7c31ae555","SHHWSR0861$","S-1-5-21-3663903349-3750885259-1011159491-226239",
"CN=PARWSR9019,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","PARWSR9019.global.schindler.com","True","PARWSR9019","computer","a252a273-8f8e-4b0e-b1bd-5e40c2fcdf46","PARWSR9019$","S-1-5-21-3663903349-3750885259-1011159491-82751",
"CN=MILWSR0139,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","MILWSR0139.global.schindler.com","True","MILWSR0139","computer","b103bef1-2d99-40d2-b080-be7fb2a9108a","MILWSR0139$","S-1-5-21-3663903349-3750885259-1011159491-288688",
"CN=SHHWSR1560,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1560.global.schindler.com","True","SHHWSR1560","computer","61bd6c2e-9dbb-4367-bfd4-d029d6599bf7","SHHWSR1560$","S-1-5-21-3663903349-3750885259-1011159491-386300",
"CN=SHHWSR0527,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0527.global.schindler.com","True","SHHWSR0527","computer","c586f0c6-d911-441a-a724-dd6a7da3dca3","SHHWSR0527$","S-1-5-21-3663903349-3750885259-1011159491-175277",
"CN=SHHWSR1891,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1891.global.schindler.com","True","SHHWSR1891","computer","f2d8c4e0-2f88-4f67-9725-a7069e602732","SHHWSR1891$","S-1-5-21-3663903349-3750885259-1011159491-413468",
"CN=shhwsr0862,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0862.global.schindler.com","True","shhwsr0862","computer","db4715c5-7692-4b59-bd6b-25bb2b9d46d5","SHHWSR0862$","S-1-5-21-3663903349-3750885259-1011159491-221502",
"CN=casxap0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","casxap0001.global.schindler.com","True","casxap0001","computer","93513404-eacc-4476-9a3d-5e97ccf64afa","CASXAP0001$","S-1-5-21-3663903349-3750885259-1011159491-311056",
"CN=ZZZWSR0006,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ZZZWSR0006.global.schindler.com","True","ZZZWSR0006","computer","11f3f613-1030-455c-aab0-e25875992617","ZZZWSR0006$","S-1-5-21-3663903349-3750885259-1011159491-441948",
"CN=SHHWSR1682,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1682.global.schindler.com","True","SHHWSR1682","computer","3cc621a6-7541-47cb-914d-73e112e156f4","SHHWSR1682$","S-1-5-21-3663903349-3750885259-1011159491-398304",
"CN=SHHWSR0860,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0860.global.schindler.com","True","SHHWSR0860","computer","5f3539e5-1cdd-4d1e-8f55-941513f77287","SHHWSR0860$","S-1-5-21-3663903349-3750885259-1011159491-219421",
"CN=SHHWSR1557,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1557.global.schindler.com","True","SHHWSR1557","computer","5c43b26d-5cc0-463b-b0a5-306fee565b18","SHHWSR1557$","S-1-5-21-3663903349-3750885259-1011159491-386295",
"CN=SHHWSR1587,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1587.global.schindler.com","True","SHHWSR1587","computer","2ca01d0b-7195-4a37-b11a-ac00ef4f5675","SHHWSR1587$","S-1-5-21-3663903349-3750885259-1011159491-387602",
"CN=SHHWSR0551,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0551.global.schindler.com","True","SHHWSR0551","computer","e0ffd1d9-8816-4a68-bfd2-cdfaa6ef625a","SHHWSR0551$","S-1-5-21-3663903349-3750885259-1011159491-156765",
"CN=SHHWSR0859,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0859.global.schindler.com","True","SHHWSR0859","computer","8c6b20ef-339e-4099-971e-3c913eae38bf","SHHWSR0859$","S-1-5-21-3663903349-3750885259-1011159491-229738",
"CN=SHHWSR2077,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2077.global.schindler.com","True","SHHWSR2077","computer","5c43f300-822f-4b77-a983-c1c2c760dd1f","SHHWSR2077$","S-1-5-21-3663903349-3750885259-1011159491-427003",
"CN=ESPWSR0009,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ESPWSR0009.global.schindler.com","True","ESPWSR0009","computer","e52c4893-9234-4d82-a31a-42e9f91af100","ESPWSR0009$","S-1-5-21-3663903349-3750885259-1011159491-87223",
"CN=SHHWSR1954,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1954.global.schindler.com","True","SHHWSR1954","computer","6d1aa63c-2139-4b17-9637-39439b621f39","SHHWSR1954$","S-1-5-21-3663903349-3750885259-1011159491-418164",
"CN=SHHWSR1532,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1532.global.schindler.com","True","SHHWSR1532","computer","e19d3e35-58d1-4362-bfb9-c7e88d9beeb0","SHHWSR1532$","S-1-5-21-3663903349-3750885259-1011159491-382183",
"CN=SHHWSR1556,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1556.global.schindler.com","True","SHHWSR1556","computer","3dc4a69c-a2bb-453e-ad95-8999dedf350f","SHHWSR1556$","S-1-5-21-3663903349-3750885259-1011159491-386293",
"CN=SHHWSR1583,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1583.global.schindler.com","True","SHHWSR1583","computer","ff78c514-dff7-49b5-bbcc-13efbe6b93ff","SHHWSR1583$","S-1-5-21-3663903349-3750885259-1011159491-387592",
"CN=INDWSR0094,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","INDWSR0094.global.schindler.com","True","INDWSR0094","computer","78a37db3-7d52-43e6-b2ea-2a825ca3a8a2","INDWSR0094$","S-1-5-21-3663903349-3750885259-1011159491-442113",
"CN=ESPWSR0200,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ESPWSR0200.global.schindler.com","True","ESPWSR0200","computer","287277b4-60e3-43be-aa83-82242da6afa7","ESPWSR0200$","S-1-5-21-3663903349-3750885259-1011159491-127652",
"CN=SHHWSR1636,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1636.global.schindler.com","True","SHHWSR1636","computer","24f5a822-d894-4090-be17-e5c5cee7f83a","SHHWSR1636$","S-1-5-21-3663903349-3750885259-1011159491-312483",
"CN=SHHWSR2143,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2143.global.schindler.com","True","SHHWSR2143","computer","7ef14c15-2c30-43e5-804e-dd3aa6bdbd26","SHHWSR2143$","S-1-5-21-3663903349-3750885259-1011159491-440520",
"CN=SHHWSR1558,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1558.global.schindler.com","True","SHHWSR1558","computer","4ad034ec-0d9d-4906-b200-09853e921aca","SHHWSR1558$","S-1-5-21-3663903349-3750885259-1011159491-386297",
"CN=SHHWSR1579,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1579.global.schindler.com","True","SHHWSR1579","computer","8abf0b16-0821-4719-ab66-170e346561fe","SHHWSR1579$","S-1-5-21-3663903349-3750885259-1011159491-387566",
"CN=SHHNWGEBI0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","SHHNWGEBI0001","computer","71f719de-44f7-46fe-81ae-b1fe3ed096b5","SHHNWGEBI0001$","S-1-5-21-3663903349-3750885259-1011159491-175159",
"CN=SHHWSR1266,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1266.global.schindler.com","True","SHHWSR1266","computer","ad80d85f-651e-4d55-bcb2-77af02201cd3","SHHWSR1266$","S-1-5-21-3663903349-3750885259-1011159491-336190",
"CN=LOCWSR0038,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","LOCWSR0038.global.schindler.com","True","LOCWSR0038","computer","b99eab40-f450-47ca-8f91-c60e8ad87f11","LOCWSR0038$","S-1-5-21-3663903349-3750885259-1011159491-425646",
"CN=SHHWSR0685,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0685.global.schindler.com","True","SHHWSR0685","computer","c7e993d3-ddc0-468a-b801-ca57f8d0ed55","SHHWSR0685$","S-1-5-21-3663903349-3750885259-1011159491-221139",
"CN=SHHNWG0001,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com",,"True","SHHNWG0001","computer","1b22f5fd-f760-4b17-8437-8902fcf45b35","SHHNWG0001$","S-1-5-21-3663903349-3750885259-1011159491-423788",
"CN=SHHWSR0810,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0810.global.schindler.com","True","SHHWSR0810","computer","b37e2326-ce13-463a-a558-cdbd2ff0d332","SHHWSR0810$","S-1-5-21-3663903349-3750885259-1011159491-221510",
"CN=SHHWSR2133,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR2133.global.schindler.com","True","SHHWSR2133","computer","b6ef3fc2-78a9-469e-bed9-3a867632c31a","SHHWSR2133$","S-1-5-21-3663903349-3750885259-1011159491-438170",
"CN=SHHWSRCX0065,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsrcx0065.global.schindler.com","True","SHHWSRCX0065","computer","3662eb80-10ef-4c4c-b870-6edb4f98d1d1","SHHWSRCX0065$","S-1-5-21-3663903349-3750885259-1011159491-310939",
"CN=SHHWSR1949,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1949.global.schindler.com","True","SHHWSR1949","computer","b339a02c-948b-40e2-96dd-10b5f6aaa5aa","SHHWSR1949$","S-1-5-21-3663903349-3750885259-1011159491-417740",
"CN=SHHWSR0992,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0992.global.schindler.com","True","SHHWSR0992","computer","b85cc5de-391d-4721-aff4-859e750bb93f","SHHWSR0992$","S-1-5-21-3663903349-3750885259-1011159491-285357",
"CN=SHHWSR1585,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1585.global.schindler.com","True","SHHWSR1585","computer","266eb520-8b95-45f4-a496-3bca564589fa","SHHWSR1585$","S-1-5-21-3663903349-3750885259-1011159491-387598",
"CN=ISTWSR0003,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ISTWSR0003.global.schindler.com","True","ISTWSR0003","computer","76870f2d-6420-49aa-90aa-5690428204b4","ISTWSR0003$","S-1-5-21-3663903349-3750885259-1011159491-141869",
"CN=SHHWSR1267,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1267.global.schindler.com","True","SHHWSR1267","computer","5c58eeb6-f7f4-409d-8a2e-392ab6d31815","SHHWSR1267$","S-1-5-21-3663903349-3750885259-1011159491-336191",
"CN=SHHWSR0633,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0633.global.schindler.com","True","SHHWSR0633","computer","6e383285-df5f-4243-9d85-422867eaa61f","SHHWSR0633$","S-1-5-21-3663903349-3750885259-1011159491-193931",
"CN=CRDWSR0189,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","CRDWSR0189.global.schindler.com","True","CRDWSR0189","computer","e9797306-4a71-451e-8f23-cfb3222760c0","CRDWSR0189$","S-1-5-21-3663903349-3750885259-1011159491-410932",
"CN=SHHWSR0879,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0879.global.schindler.com","True","SHHWSR0879","computer","342b2743-3713-4601-85ba-6986aa376839","SHHWSR0879$","S-1-5-21-3663903349-3750885259-1011159491-219433",
"CN=SHHWSR1946,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1946.global.schindler.com","True","SHHWSR1946","computer","8655cc58-f294-4dac-8cda-d6cca01185d5","SHHWSR1946$","S-1-5-21-3663903349-3750885259-1011159491-417736",
"CN=SHHWSR1538,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1538.global.schindler.com","True","SHHWSR1538","computer","2c6fb837-5673-4d84-9a0d-554be05133c1","SHHWSR1538$","S-1-5-21-3663903349-3750885259-1011159491-383791",
"CN=SHHWSR1122,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1122.global.schindler.com","True","SHHWSR1122","computer","cbceb0d6-06bd-462f-ae20-1de6f4d1ae63","SHHWSR1122$","S-1-5-21-3663903349-3750885259-1011159491-286893",
"CN=SHHWSR1581,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","shhwsr1581.global.schindler.com","True","SHHWSR1581","computer","59e5292c-ffa6-4451-b2e5-7387ba6b39a3","SHHWSR1581$","S-1-5-21-3663903349-3750885259-1011159491-387583",
"CN=shhwsr0379,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0379.global.schindler.com","True","shhwsr0379","computer","7447d6f0-aa5f-4ba5-b002-f6a1743cf20f","SHHWSR0379$","S-1-5-21-3663903349-3750885259-1011159491-171004",
"CN=SHHWSR1632,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1632.global.schindler.com","True","SHHWSR1632","computer","d6903996-eda5-42af-97fa-dea8bac5a4ad","SHHWSR1632$","S-1-5-21-3663903349-3750885259-1011159491-394147",
"CN=DEUWSR7003,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","DEUWSR7003.global.schindler.com","True","DEUWSR7003","computer","90196051-0a59-4921-a0d6-0aaa69862b8d","DEUWSR7003$","S-1-5-21-3663903349-3750885259-1011159491-404565",
"CN=WAWWSR1011,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","WAWWSR1011.global.schindler.com","True","WAWWSR1011","computer","9985fa39-5905-4470-be81-eb41495a2b14","WAWWSR1011$","S-1-5-21-3663903349-3750885259-1011159491-410913",
"CN=SHHWSR0811,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR0811.global.schindler.com","True","SHHWSR0811","computer","aca1da87-d7ee-4414-a20f-5d4ec996b6b6","SHHWSR0811$","S-1-5-21-3663903349-3750885259-1011159491-221509",
"CN=SHHWSR1947,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1947.global.schindler.com","True","SHHWSR1947","computer","671eee69-65f3-4601-a0e5-1b991013f4c0","SHHWSR1947$","S-1-5-21-3663903349-3750885259-1011159491-417738",
"CN=SHHWSR1014,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","SHHWSR1014.global.schindler.com","True","SHHWSR1014","computer","210e83ee-f46a-4a87-93f8-578128763337","SHHWSR1014$","S-1-5-21-3663903349-3750885259-1011159491-296704",
"CN=UKCWSR0401,OU=EU,OU=Servers,OU=NBI12,DC=global,DC=schindler,DC=com","ukcwsr0401.global.schindler.com","True","UKCWSR0401","computer","497a9a62-4e09-4a77-9ab4-8398f32e7982","UKCWSR0401$","S-1-5-21-3663903349-3750885259-1011159491-308945",
